,Company,Title,Description,Location,Salary
2985,Hays,Data Engineer,"
            Previous relevant experience in Data Engineer / Analyst positions. In this role you will be the Data Engineer that will help the company extract all the data...",Sydney Central Business District NSW,
2986,Davidson,Hadoop Data Engineer,"
            Strong skills and knowledge working as a Data Engineer utilising Hadoop tools. You may be starting off in your Data engineering career and have a grasp of...",Sydney NSW,
2987,Aurec,Data Engineer,"
            APPLY NOW or Call 02 6162 9611 My clients requires multiple Data Engineers to assist with the delivery of multiple government initiatives for 2018!...",Sydney NSW,
2988,ICTechnology,Level 2 Helpdesk/Support Engineer,"
                            We are looking for an enthusiastic engineer to join our team. Ability to deal with high impact, high profile, incidents and deal with senior level technical...",Bankstown NSW,
2989,Aurec Human Capital Group,Data Engineer,"
            My clients requires multiple Data Engineers to assist with the delivery of multiple government initiatives for 2018!...",Sydney NSW,
2990,Huxley IT,Data Engineer,"
Data security & governance expertise. Strong experience in traditional data warehousing / ETL tools (Informatica, Talend, Pentaho, DataStage)....",Sydney NSW,
2991,Ethos BeathChapman,Data Engineer,"
            We are looking for a Data Engineer for one of our end user clients based in Sydney CBD. Worked with large, disparate data sources....",Sydney NSW,
2992,PRA,Data Engineer - Greenfield Opportunity,"
            Golden opportunity for a data engineer to create some serious career capital with a greenfield big data role, take ownership with no red tape....",Melbourne VIC,
2993,Generation-e Productivity Solutions,Senior Unified Communications Engineer,"
            Desired background in VoIP, PSTN converged voice and data IP communications packages, VoIP Hosted PBX, SIP trunks, all-in-one voice and video web conferencing,...",Canberra ACT,
2994,Rudds Consulting Engineers,MECHANICAL ENGINEER,"
            MECHANICAL ENGINEER in Canberra. Rudds Consulting Engineers is a dynamic, multi-disciplinary, building services consulting engineering firm based in Canberra...",Canberra ACT,
2995,RWA Services,IT Engineer,"
            Network – WAN/LAN/WLAN/MAN/MPLS/VPN and data communications technologies. Engineers that has been involved in technology implementation....",Perth WA,
2996,Animal Logic,Software Engineer : Rendering - R&D,"
            A talent and passion for optimisation and a working knowledge of efficient spatial data structures. Are you a Software Developer interested in joining our core...",Sydney NSW,
2997,GHD,Senior Water Engineer,"
            Senior Water Engineer - GLA00059. Registered as a Registered Professional Engineer in Queensland (RPEQ)....",Gladstone QLD,
2998,Yindi,Software Engineer Intern - Autonomous Robot,"
            3D sensor data. 3D Time-of-flight camera data integration. Test and validate data in real-world trials. Create standalone navigation code integrating IMU / GPS...",Alexandria NSW,
2999,ICTechnology,Level 2 Helpdesk/Support Engineer,"
                            We are looking for an enthusiastic engineer to join our team. Ability to deal with high impact, high profile, incidents and deal with senior level technical...",Bankstown NSW,
3000,Google,"Network Engineer, Software and Automation","
            We're proud to be our engineers' engineers and love voiding warranties by taking things apart so we can rebuild them....",Sydney NSW,
3001,ITP Renewables,Energy System Modeller,"
            Acquiring renewable energy resource data. We work throughout Australia and the Asia-Pacific region, and have a team of thirty renewable energy engineers and...",Canberra ACT,
3002,Manpower Services (Hong Kong) Limited,Engineer (IP Packet Platform),"
            At least 3 year's relevant experience in data communication products, such as Router, Switch, Firewall, VoIP....",Australia,
3003,Opus Recruitment Solutions,BIG DATA ENGINEER – TELCO,"
            Requirements –Big Data Engineer. Job Responsibilities –Big Data Engineer. Previous relevant experience in Data Engineer positions....",Sydney NSW,"<span class=""no-wrap"">
                $700 - $850 a day</span>"
3004,Halcyon Knights,Big Data Engineer,"
            5+ years' experience in a similar BigData, Data Engineering, Data warehousing, Consulting focussed role. They are presently looking to hire multiple experienced...",Melbourne VIC,
3005,FourQuarters,Big Data Engineer,"
            Big Data Engineer | Melbourne | Initial 6-month contract. The Big Data Engineer will be responsible designing and developing major components of big data stream...",Melbourne VIC,
3006,Peter Norman,Manufacturing Engineer,"
            Leading the manufacturing of the first cars including validation of production related engineering data, manufacturing methods, processes & tooling....",Melbourne VIC,
3007,Bouygues Construction,Site Engineer (TUNNEL) M/F,"
            Site Engineer (TUNNEL) M/F. Description du poste Site Engineer (TUNNEL) M/F. Analyze survey reports, maps, drawings and geologic data to plan project....",Melbourne VIC,
3008,AGI Sport,Chief Race engineer/mechanic,"
            Proficiency with Solidworks, Life Data Logging and Bosch Software. Supervision and training of other race team engineers, mechanics and apprentices....",Sydney NSW,
3009,GetSwift,Technical Support Officer - multiple positions available,"
            History of interacting with a team of designers & engineers without pissing them off. The company values are driven by the unrelenting passion and emphasis on...",Melbourne VIC,
3010,ICTechnology,Level 2 Helpdesk/Support Engineer,"
                            We are looking for an enthusiastic engineer to join our team. Ability to deal with high impact, high profile, incidents and deal with senior level technical...",Bankstown NSW,
3011,Daikin,Graduate Marketing Engineer- Product Support,"
            Ensure our engineering data books and selection software for all products are maintained and up to date. An amazing opportunity is now available for an Graduate...",Chipping Norton NSW,
3012,Canva,IT Engineer,"
            Canva is looking an IT Engineer to join us in our HQ in Sydney to maintain our company’s technology infrastructure....",Sydney NSW,
3013,Campaign Monitor,Senior Infrastructure Engineer,"
            Experience with physical data center infrastructure. Campaign Monitor is looking for a senior infrastructure engineer to join the Network & Infrastructure team....",Sydney NSW,
3014,Dimension Data,Senior Automation Engineer,"
            Diversity in Dimension Data. For Dimension Data internal teams and our clients; This role is a member of the Dimension Data Service Transformation team....",Sydney NSW,
3015,FinancialForce.com,Senior Solution Engineer,"
            SOLUTION ENGINEER (Pre-sales). Solution Engineers are trusted advisors focused on customer success. The #1 ERP native to the Salesforce platform, FinancialForce...",Sydney NSW,
3016,Jacobs,Cost Engineer,"
            Lead cost engineer. Ensure QA checks for data. Be able to explain all data. We are seeking to appoint a qualified Cost Engineer to....",Brisbane QLD,
3017,Amazon.com,System Admin/Engineer,"
            As a Systems Engineer you will:. Experience designing wireless networks and data center installations. Amazon’s Data Center Operations provides server and...",Sydney NSW,
